chr_uid,Char_Name,CASNumber
166,"2,2',3,4,4',5,6,6'-Octachlorobiphenyl",74472-52-9
3230,"2,2',3,4,4',5,6-Heptabromodiphenyl ether",189084-67-1
167,"2,2',3,4,4',5,6-Heptachlorobiphenyl",74472-47-2
2501,"2,2',3,4,4',5-Hexachlorobiphenyl",35694-06-5
101520,"2,2',3,4,4',6'-Hexabromodiphenyl ether",243982-83-4
171,"2,2',3,4,4',6'-Hexachlorobiphenyl",59291-64-4
170,"2,2',3,4,4',6,6'-Heptachlorobiphenyl",74472-48-3
4128,"2,2',3,4,4',6-Hexabromodiphenyl ether",446254-96-2
172,"2,2',3,4,4',6-Hexachlorobiphenyl",56030-56-9
173,"2,2',3,4,4'-Pentachlorobiphenyl",65510-45-4
4139,"2,2',3,4,5',6-Hexabromodiphenyl ether",446255-00-1
2502,"2,2',3,4,5',6-Hexachlorobiphenyl",68194-14-9
4143,"2,2',3,4,5'-Pentabromodiphenyl ether",446254-54-2
185,"2,2',3,4,5'-Pentachlorobiphenyl",38380-02-8
4129,"2,2',3,4,5,5',6-Heptabromodiphenyl ether",405237-86-7
174,"2,2',3,4,5,5',6-Heptachlorobiphenyl",52712-05-7
4131,"2,2',3,4,5,5'-Hexabromodiphenyl ether",446254-97-3
176,"2,2',3,4,5,5'-Hexachlorobiphenyl",52712-04-6
4138,"2,2',3,4,5,6'-Hexabromodiphenyl ether",446254-99-5
184,"2,2',3,4,5,6'-Hexachlorobiphenyl",68194-15-0
4135,"2,2',3,4,5,6,6'-Heptabromodiphenyl ether",446255-27-2
178,"2,2',3,4,5,6,6'-Heptachlorobiphenyl",74472-49-4
4137,"2,2',3,4,5,6-Hexabromodiphenyl ether",446254-98-4
182,"2,2',3,4,5,6-Hexachlorobiphenyl",41411-61-4
4142,"2,2',3,4,5-Pentabromodiphenyl ether",446254-53-1
187,"2,2',3,4,5-Pentachlorobiphenyl",55312-69-1
4150,"2,2',3,4,6'-Pentabromodiphenyl ether",446254-56-4
192,"2,2',3,4,6'-Pentachlorobiphenyl",73575-57-2
4146,"2,2',3,4,6,6'-Hexabromodiphenyl ether",446255-01-2
189,"2,2',3,4,6,6'-Hexachlorobiphenyl",74472-40-5
4149,"2,2',3,4,6-Pentabromodiphenyl ether",446254-55-3
194,"2,2',3,4,6-Pentachlorobiphenyl",55215-17-3
4152,"2,2',3,4-Tetrabromodiphenyl ether",337513-68-5
2486,"2,2',3,4-Tetrachlorobiphenyl",52663-59-9
4159,"2,2',3,5',6-Pentabromodiphenyl ether",446254-62-2
197,"2,2',3,5',6-Pentachlorobiphenyl",38379-99-6
4161,"2,2',3,5'-Tetrabromodiphenyl ether",446254-20-2
200,"2,2',3,5'-Tetrachlorobiphenyl",41464-39-5
4154,"2,2',3,5,5',6-Hexabromodiphenyl ether",446255-06-7
195,"2,2',3,5,5',6-Hexachlorobiphenyl",52663-63-5
4155,"2,2',3,5,5'-Pentabromodiphenyl ether",446254-59-7
2498,"2,2',3,5,5'-Pentachlorobiphenyl",52663-61-3
4157,"2,2',3,5,6'-Pentabromodiphenyl ether",446254-61-1
198,"2,2',3,5,6'-Pentachlorobiphenyl",73575-55-0
4156,"2,2',3,5,6,6'-Hexabromodiphenyl ether",446255-07-8
196,"2,2',3,5,6,6'-Hexachlorobiphenyl",68194-09-2
199,"2,2',3,5,6-Pentachlorobiphenyl",73575-56-1
4160,"2,2',3,5-Tetrabromodiphenyl ether",446254-19-9
201,"2,2',3,5-Tetrachlorobiphenyl",70362-46-8
4164,"2,2',3,6'-Tetrabromodiphenyl ether",446254-22-4
203,"2,2',3,6'-Tetrachlorobiphenyl",41464-47-5
4162,"2,2',3,6,6'-Pentabromodiphenyl ether",446254-63-3
202,"2,2',3,6,6'-Pentachlorobiphenyl",73575-54-9
4163,"2,2',3,6-Tetrabromodiphenyl ether",446254-21-3
204,"2,2',3,6-Tetrachlorobiphenyl",70362-45-7
2479,"2,2',3-Trichlorobiphenyl",38444-78-9
3279,"2,2',4,4',5',6-HXBDE",207122-15-4
100372,"2,2',4,4',5,5'-Hexabromobiphenyl",59080-40-9
205,"2,2',4,4',5,5'-Hexachlorobiphenyl",35065-27-1
101521,"2,2',4,4',5,5'-HXBDE",68631-49-2
103023,"2,2',4,4',5,5'-HXBDE***retired***use BDE-153",68631-49-2
101522,"2,2',4,4',5,6'-hexabrominated diphenyl ether",NULL
101523,"2,2',4,4',5,6'-Hexabromodiphenyl ether***retired***use 2,2',4,4',5',6-HXBDE",207122-15-4
206,"2,2',4,4',5,6'-Hexachlorobiphenyl",60145-22-4
103024,"2,2',4,4',5,6-Hexabromodiphenyl ether***retired***use BDE-154",207122-15-4
101524,"2,2',4,4',5-Pentabromodiphenyl ether***retired***use BDE-099",60348-60-9
207,"2,2',4,4',5-Pentachlorobiphenyl",38380-01-7
208,"2,2',4,4',6,6'-Hexachlorobiphenyl",33979-03-2
103202,"2,2',4,4',6,6'-Hexachlorobiphenyl-C13",234432-90-7
3237,"2,2',4,4',6,6'-HXBDE",NULL
101525,"2,2',4,4',6-pentabrominated diphenyl ether",NULL
101526,"2,2',4,4',6-Pentabromodiphenyl ether",189084-64-8
209,"2,2',4,4',6-Pentachlorobiphenyl",39485-83-1
101527,"2,2',4,4'-tetrabrominated diphenyl ether",NULL
101528,"2,2',4,4'-Tetrabromodiphenyl ether",5436-43-1
2488,"2,2',4,4'-Tetrachlorobiphenyl",2437-79-8
213,"2,2',4,5',6-Pentachlorobiphenyl",60145-21-3
3240,"2,2',4,5'-TEBDE",243982-82-3
101529,"2,2',4,5'-Tetrabromodiphenyl ether***retired***use 2,2',4,5'-TEBDE",243982-82-3
215,"2,2',4,5'-Tetrachlorobiphenyl",41464-40-8
211,"2,2',4,5,5'-Pentachlorobiphenyl",37680-73-2
214,"2,2',4,5,6'-Pentachlorobiphenyl",68194-06-9
2489,"2,2',4,5-Tetrachlorobiphenyl",70362-47-9
3241,"2,2',4,6'-Tetrabromodiphenyl ether",189084-57-9
217,"2,2',4,6'-Tetrachlorobiphenyl",68194-04-7
216,"2,2',4,6,6'-Pentachlorobiphenyl",56558-16-8
103197,"2,2',4,6,6'-Pentachlorobiphenyl-C13",234432-89-4
218,"2,2',4,6-Tetrachlorobiphenyl",62796-65-0
3242,"2,2',4-TRBDE",147217-75-2
101530,"2,2',4-Tribromodiphenyl ether***retired***use 2,2',4-TRBDE",147217-75-2
219,"2,2',4-Trichlorobiphenyl",37680-66-3
220,"2,2',5,5'-Tetrachlorobiphenyl",35693-99-3
221,"2,2',5,6'-Tetrachlorobiphenyl",41464-41-9
222,"2,2',5-Trichlorobiphenyl",37680-65-2
223,"2,2',6,6'-Tetrachlorobiphenyl",15968-05-5
103198,"2,2',6,6'-Tetrachlorobiphenyl-C13",234432-88-3
224,"2,2',6-Trichlorobiphenyl",38444-73-4
103199,"2,2',6-Trichlorobiphenyl-C13",234432-87-2
100677,"2,2'-[1,2 ethanediylbis(oxy)]bis-ethanol diacetate",112-27-6
226,"2,2'-Biquinoline",119-91-5
228,"2,2'-Dichlorobenzophenone",5293-97-0
2474,"2,2'-Dichlorobiphenyl",13029-08-8
103200,"2,2'-Dichlorobiphenyl-C13",234432-86-1
4122,"2,2,'3,3',6-Pentabromodiphenyl ether",446254-52-0
212,"2,2,4,5,6,7,8,8-Octachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",5566-34-7
2025,"2,2,4-Trimethylpentane",540-84-1
225,"2,2,6-Trimethylcyclohexanone",2408-37-9
227,"2,2-Dibromo-3-nitrilopropionamide",10222-01-2
229,"2,2-Dichloropropane",594-20-7
100282,"2,2-Dimethylbutane",75-83-2
100283,"2,2-Dimethylhexane",590-73-8
230,"2,2-Dimethylpropane",463-82-1
103232,"2,2`,3,4,4`,5,5`-Heptabromodiphenyl ether***retired**use BDE-180",NULL
302,"2,3 Dimethyloctane",7146-60-3
274,"2,3',4',5',6-Pentachlorobiphenyl",74472-39-2
2496,"2,3',4',5'-Tetrachlorobiphenyl",70362-48-0
270,"2,3',4',5,5'-Pentachlorobiphenyl",70424-70-3
2493,"2,3',4',5-Tetrachlorobiphenyl",32598-11-1
3252,"2,3',4',6-TEBDE",189084-62-6
101531,"2,3',4',6-Tetrabromodiphenyl ether***retired***use 2,3',4',6-TEBDE",189084-62-6
2494,"2,3',4',6-Tetrachlorobiphenyl",41464-46-4
287,"2,3',4'-Trichlorobiphenyl",38444-86-9
262,"2,3',4,4',5',6-Hexachlorobiphenyl",59291-65-5
263,"2,3',4,4',5'-Pentachlorobiphenyl",65510-44-3
260,"2,3',4,4',5,5'-Hexachlorobiphenyl",52663-72-6
103203,"2,3',4,4',5,5'-Hexachlorobiphenyl-C13",208263-69-8
3247,"2,3',4,4',5-PEBDE***retired***use BDE-099",60348-60-9
265,"2,3',4,4',5-Pentachlorobiphenyl",31508-00-6
103204,"2,3',4,4',5-Pentachlorobiphenyl-C13",104130-40-7
3248,"2,3',4,4',6-PEBDE***retired***use BDE-119",189084-66-0
3445,"2,3',4,4',6-PEBDE/2,3',4,5,5'-PEBDE***retired***use BDE-119/120",NULL
101532,"2,3',4,4',6-Pentabromodiphenyl ether***retired***use BDE-119",189084-64-8
267,"2,3',4,4',6-Pentachlorobiphenyl",56558-17-9
101533,"2,3',4,4'-tetrabrominated diphenyl ether",NULL
268,"2,3',4,4'-Tetrachlorobiphenyl",32598-10-0
272,"2,3',4,5',6-Pentachlorobiphenyl",56558-18-0
275,"2,3',4,5'-Tetrachlorobiphenyl",73575-52-7
3250,"2,3',4,5,5'-PEBDE",147217-75-2
269,"2,3',4,5,5'-Pentachlorobiphenyl",68194-12-7
277,"2,3',4,5-Tetrachlorobiphenyl",73575-53-8
283,"2,3',4,6-Tetrachlorobiphenyl",60233-24-1
3253,"2,3',4-TRBDE",147217-77-4
289,"2,3',4-Trichlorobiphenyl",55712-37-3
291,"2,3',5',6-Tetrachlorobiphenyl",74338-23-1
293,"2,3',5'-Trichlorobiphenyl",37680-68-5
2495,"2,3',5,5'-Tetrachlorobiphenyl",41464-42-0
295,"2,3',5-Trichlorobiphenyl",38444-81-4
2481,"2,3',6-Trichlorobiphenyl",38444-76-7
300,"2,3'-Dichlorobiphenyl",25569-80-6
244,"2,3,3',4',5',6-Hexachlorobiphenyl",74472-45-0
246,"2,3,3',4',5'-Pentachlorobiphenyl",76842-07-4
239,"2,3,3',4',5,5',6-Heptachlorobiphenyl",69782-91-8
241,"2,3,3',4',5,5'-Hexachlorobiphenyl",39635-34-2
2503,"2,3,3',4',5,6-Hexachlorobiphenyl",74472-44-9
248,"2,3,3',4',5-Pentachlorobiphenyl",70424-68-9
250,"2,3,3',4',6-Pentachlorobiphenyl",38380-03-9
2490,"2,3,3',4'-Tetrachlorobiphenyl",41464-43-1
233,"2,3,3',4,4',5',6-Heptachlorobiphenyl",74472-50-7
234,"2,3,3',4,4',5'-Hexachlorobiphenyl",69782-90-7
3243,"2,3,3',4,4',5,5',6-OCBDE",446255-56-7
231,"2,3,3',4,4',5,5',6-Octachlorobiphenyl",74472-53-0
103189,"2,3,3',4,4',5,5',6-Octachlorobiphenyl-C13",234446-64-1
232,"2,3,3',4,4',5,5'-Heptachlorobiphenyl",39635-31-9
103190,"2,3,3',4,4',5,5'-Heptachlorobiphenyl-C13",208263-73-4
2507,"2,3,3',4,4',5,6-Heptachlorobiphenyl",41411-64-7
3244,"2,3,3',4,4',5,6-HPBDE",83992-70-5  
235,"2,3,3',4,4',5-Hexachlorobiphenyl",38380-08-4
236,"2,3,3',4,4',6-Hexachlorobiphenyl",74472-42-7
3245,"2,3,3',4,4'-PEBDE",373594-78-6
237,"2,3,3',4,4'-Pentachlorobiphenyl",32598-14-4
103191,"2,3,3',4,4'-Pentachlorobiphenyl-C13",208263-62-1
243,"2,3,3',4,5',6-Hexachlorobiphenyl",74472-43-8
245,"2,3,3',4,5'-Pentachlorobiphenyl",70362-41-3
238,"2,3,3',4,5,5',6-Heptachlorobiphenyl",74472-51-8
240,"2,3,3',4,5,5'-Hexachlorobiphenyl",39635-35-3
242,"2,3,3',4,5,6-Hexachlorobiphenyl",41411-62-5
247,"2,3,3',4,5-Pentachlorobiphenyl",70424-69-0
249,"2,3,3',4,6-Pentachlorobiphenyl",74472-35-8
251,"2,3,3',4-Tetrachlorobiphenyl",74338-24-2
255,"2,3,3',5',6-Pentachlorobiphenyl",68194-10-5
256,"2,3,3',5'-Tetrachlorobiphenyl",41464-49-7
252,"2,3,3',5,5',6-Hexachlorobiphenyl",74472-46-1
253,"2,3,3',5,5'-Pentachlorobiphenyl",39635-32-0
103181,"2,3,3',5,5'-Pentachlorobiphenyl-C13",235416-29-2
254,"2,3,3',5,6-Pentachlorobiphenyl",74472-36-9
257,"2,3,3',5-Tetrachlorobiphenyl",70424-67-8
258,"2,3,3',6-Tetrachlorobiphenyl",74472-33-6
259,"2,3,3'-Trichlorobiphenyl",38444-84-7
101708,"2,3,3-Trichloro-2-propene-1-sulfonic acid (sodium salt)",NULL
100816,"2,3,3-Trimethylpentane",560-21-4
273,"2,3,4',5,6-Pentachlorobiphenyl",68194-11-6
278,"2,3,4',5-Tetrachlorobiphenyl",74472-34-7
2492,"2,3,4',6-Tetrachlorobiphenyl",52663-58-8
286,"2,3,4'-Trichlorobiphenyl",38444-85-8
261,"2,3,4,4',5,6-Hexachlorobiphenyl",41411-63-6
264,"2,3,4,4',5-Pentachlorobiphenyl",74472-37-0
103179,"2,3,4,4',5-Pentachlorobiphenyl-C13",208263-63-2
266,"2,3,4,4',6-Pentachlorobiphenyl",74472-38-1
2491,"2,3,4,4'-Tetrachlorobiphenyl",33025-41-1
3251,"2,3,4,5,6-PEBDE",NULL
101483,"2,3,4,5,6-pentachloro-p-terphenyl",NULL
271,"2,3,4,5,6-Pentachlorobiphenyl",18259-05-7
4229,"2,3,4,5-Tetrachlorobenzenamine",634-83-3
276,"2,3,4,5-Tetrachlorobiphenyl",33284-53-6
279,"2,3,4,5-Tetrachlorophenol",4901-51-3
280,"2,3,4,6,7,8-Hexachlorodibenzofuran",60851-34-5
101484,"2,3,4,6,7,8-Hexachlorodibenzofuran-C13",116843-05-1
281,"2,3,4,6,7-Pentachlorodibenzofuran",57117-43-8
282,"2,3,4,6-Tetrachlorobiphenyl",54230-22-7
284,"2,3,4,6-Tetrachlorophenol",58-90-2
3454,"2,3,4,6-Tetrachlorophenol/2,3,5,6-Tetrachlorophenol",NULL
285,"2,3,4,7,8-Pentachlorodibenzofuran",57117-31-4
101184,"2,3,4,7,8-Pentachlorodibenzofuran-C13",116843-02-8
288,"2,3,4-Trichlorobiphenyl",55702-46-0
3195,"2,3,4-Trichlorophenol",15950-66-0
101871,"2,3,4-Trifluorotoluene",193533-92-5
100814,"2,3,4-Trimethylpentane",565-75-3
290,"2,3,5,6-Tetrachlorobiphenyl",33284-54-7
292,"2,3,5,6-Tetrachlorophenol",935-95-5
294,"2,3,5-Trichlorobiphenyl",55720-44-0
101963,"2,3,5-Trichlorophenol",933-78-8
100737,"2,3,5-trimethyl-Phenanthrene",3674-73-5
3814,"2,3,5-Trimethylnaphthalene***retired***use 1,6,7-Trimethylnaphthalene",2245-38-7
101851,"2,3,6,7-Tetrachloronaphthalene",34588-40-4
2480,"2,3,6-Trichlorobiphenyl",55702-45-9
100870,"2,3,6-Trichloronaphthalene",55720-40-6
296,"2,3,6-Trichlorophenol",933-75-5
297,"2,3,6-Trimethylnaphthalene",829-26-5
299,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1746-01-6
3379,"2,3,7,8-Tetrachlorodibenzo-p-dioxin, TEQ",1746-01-7
101485,"2,3,7,8-Tetrachlorodibenzo-p-dioxin-C13",76523-40-5
101486,"2,3,7,8-Tetrachlorodibenzo-p-dioxin-Cl37",85508-50-5
298,"2,3,7,8-Tetrachlorodibenzofuran",51207-31-9
101487,"2,3,7,8-Tetrachlorodibenzofuran-C13",89059-46-1
2026,"2,3-Dibromopropionic acid",600-05-5
101794,"2,3-Dichloroaniline",608-27-5
2475,"2,3-Dichlorobiphenyl",16605-91-7
100871,"2,3-Dichloronaphthalene",2050-75-1
3015,"2,3-Dichlorophenol",576-24-9
301,"2,3-Dichloropropene",78-88-6
2027,"2,3-Dimethyl-3-hexanol",4166-46-5
100284,"2,3-Dimethylbutane",79-29-8
4226,"2,3-Dimethylnaphthalene",581-40-8
100285,"2,3-Dimethylpentane",565-59-3
100738,"2,3-Dimethylphenanthrene",3674-65-5
100578,"2,3-Dimethylpyridine",583-61-9
2483,"2,4',5-Trichlorobiphenyl",16606-02-3
3256,"2,4',6-TRBDE",83694-71-7
2484,"2,4',6-Trichlorobiphenyl",38444-77-8
3258,"2,4'-DIBDE",147217-71-8
327,"2,4'-Dichlorobiphenyl",34883-43-7
303,"2,4,4',5-Tetrachlorobiphenyl",32690-93-0
3254,"2,4,4',6-TEBDE***retired***use BDE-075",189084-63-7
304,"2,4,4',6-Tetrachlorobiphenyl",32598-12-2
3446,"2,4,4'-TRBDE/2',3,4-TRBDE***retired***use BDE-28/33",NULL
101488,"2,4,4'-Tribromodiphenyl ether",41318-75-6
305,"2,4,4'-Trichlorobiphenyl",7012-37-5
103177,"2,4,4'-Trichlorobiphenyl-C13",208263-76-7
306,"2,4,5-T",93-76-5
307,"2,4,5-T + Silvex",NULL
308,"2,4,5-T isooctyl ester",25168-15-4
309,"2,4,5-T isopropyl ester",93-78-7
310,"2,4,5-TB",93-80-1
2482,"2,4,5-Trichlorobiphenyl",15862-07-4
312,"2,4,5-Trichlorophenol",95-95-4
103031,"2,4,5-Trichlorophenoxyacetic acid-d4",358731-37-0
313,"2,4,5-Trichlorophenoxypropanoic acid",29990-39-4
100701,"2,4,5-Trimethylaniline",137-17-7
649,"2,4,5-Trimethylbenzoic acid",528-90-5
3257,"2,4,6-TRBDE",155999-95-4
4227,"2,4,6-Tribromoanisole",607-99-8
101489,"2,4,6-Tribromodiphenyl ether***retired***use 2,4,6-TRBDE",155999-95-4
314,"2,4,6-Tribromophenol",118-79-6
101059,"2,4,6-trichloro-p-terphenyl",NULL
100807,"2,4,6-Trichloroanisole",87-40-1
315,"2,4,6-Trichlorobiphenyl",35693-92-6
2980,"2,4,6-Trichloronitrobenzene",18708-70-8
316,"2,4,6-Trichlorophenol",88-06-2
317,"2,4,6-Trimethylbenzoic acid",480-63-7
318,"2,4,6-Trimethylphenol",527-60-6
101490,"2,4,6-Trinitro-5-tert-butyl-m-xylene",81-15-2
3784,"2,4,6-Trinitrophenylmethylnitramine***retired***use Tetryl",479-45-8
319,"2,4,6-Tris(tert-butyl)phenol",732-26-3
320,"2,4-D",94-75-7
3107,"2,4-D 2-butoxyethyl ester",1929-73-3
321,"2,4-D 2-ethylhexyl ester",1928-43-4
3106,"2,4-D dimethylamine salt",2008-39-1
322,"2,4-D isobutyl ester",1713-15-1
323,"2,4-D isopropyl ester",94-11-1
100008,"2,4-D methyl ester",1928-38-7
100026,"2,4-D plus 2,4-D methyl ester",NULL
324,"2,4-D sec-butyl ester",94-79-1
101185,"2,4-D, salts and esters",NULL
100628,"2,4-D, triisopropanolamine salt",18584-79-7
3826,"2,4-D-13C6",150907-52-1
101727,"2,4-D-d3",NULL
325,"2,4-DB",94-82-6
3259,"2,4-DIBDE",NULL
101491,"2,4-Dibromodiphenyl ether***retired***use 2,4'-DIBDE",147217-71-8
2028,"2,4-Dibromophenol",615-58-7
328,"2,4-Dichlorobiphenyl",33284-50-3
329,"2,4-Dichloronitrobenzene",611-06-3
330,"2,4-Dichlorophenol",120-83-2
101038,"2,4-Dichlorophenol-d3",NULL
103032,"2,4-Dichlorophenoxy-3,5,6-d3-acetic-d2 acid",352438-69-8
3680,"2,4-Dichlorophenylacetic acid",19719-28-9
100286,"2,4-Dimethyldibenzothiophene",31317-18-7
100287,"2,4-Dimethylpentane",108-08-7
331,"2,4-Dimethylphenol",105-67-9
100579,"2,4-Dimethylpyridine",108-47-4
332,"2,4-Dinitrophenol",51-28-5
333,"2,4-Dinitrotoluene",121-14-2
334,"2,4-Toluenediamine",95-80-7
4219,"2,5,2',5'-Tetrachlorobiphenyl***retired***use 2,2',4,4'-Tetrachlorobiphenyl",NULL
4228,"2,5-Dichloroaniline",95-82-9
2476,"2,5-Dichlorobiphenyl",34883-39-1
336,"2,5-Dichlorophenol",583-78-8
337,"2,5-Diethyltetrahydrofuran",41239-48-9
100761,"2,5-Dimethyl phenanthrene",3674-66-6
100646,"2,5-dimethyl-Undecane",17301-22-3
101988,"2,5-Dimethylbenzaldehyde",5779-94-2
338,"2,5-Dimethylfuran",625-86-5
100647,"2,5-Dimethylheptane",2216-30-0
103012,"2,5-Dimethylstyrene",2039-89-6
339,"2,5-Dimethylthiophene",638-02-8
101839,"2,6,10-trimethyldodecane",NULL
101852,"2,6,10-trimethyltridecane",3891-99-4
100648,"2,6,11-trimethyl-Dodecane",31295-56-4
2149,"2,6-Di-tert-butyl-p-cresol",128-37-0
4538,"2,6-Di-tert-butylbenzoquinone",719-22-2
4532,"2,6-Di-tert-butylphenol",128-39-2
3260,"2,6-DIBDE",51930-04-2
101492,"2,6-Dibromodiphenyl ether***retired***use 2,6-DIBDE",51930-04-2
451,"2,6-Dichloro-4-methylphenol",2432-12-4
100288,"2,6-Dichlorobenzamide",2008-58-4
2477,"2,6-Dichlorobiphenyl",33146-45-1
340,"2,6-Dichlorophenol",87-65-0
341,"2,6-Dichlorotoluene",118-69-4
342,"2,6-Diethylaniline",579-66-8
101782,"2,6-Dimethyl-4-heptanone",NULL
343,"2,6-Dimethylnaphthalene",581-42-0
100289,"2,6-Dimethylnaphthalene-D12",350820-12-1
100649,"2,6-dimethyloct-7-en-2-ol",18479-58-8
100290,"2,6-Dimethylphenanthrene",17980-16-4
100583,"2,6-Dimethylpyridine",108-48-5
103013,"2,6-Dimethylundecane",17301-23-4
344,"2,6-Dinitro-p-cresol",609-93-8
345,"2,6-Dinitrotoluene",606-20-2
4216,"2,7+2,6-Dimethylnaphthalene",NULL
100650,"2,7,8-trimethyl-2-(4,8,12-trimethyltridecyl)chroma",7616-22-0
346,"2,7-Dimethylnaphthalene",582-16-1
100651,"2,7-Dimethylphenanthrene",1576-69-8
100762,"2,8-Dimethyldibenzothiophene",1207-15-4
101056,"2- Chloropropionic acid, hexadecyl ester",86711-81-1
101691,2-(1-Hydroxyethyl)-6-methylaniline,NULL
101873,2-(4-tert-Butylphenoxy)-cyclohexanol,NULL
100028,2-(Dimethylamino)-N-hydroxy-2-oxoethanimidothioic acid methyl ester,NULL
139,2-(Methylthio)benzothiazole,615-22-5
2943,2-(Nonylphenoxy)ethanol,27986-36-3
3137,2-(p-iodophenyl)-3-(p-nitrophenyl)-5-phenyltetrazolium chloride,NULL
100291,2-(p-tert-Butylphenoxy)cyclohexanol,NULL
100302,2-[(2-Ethyl-6-methylphenyl)-amino]-1-propanol,NULL
101688,2-[(2-Ethyl-6-methylphenyl)amino]-1-propanol,NULL
101767,2-[(2-Ethyl-6-methylphenyl)amino]-2-oxoethanesulfonic acid,NULL
4570,"2-[2-[2-[2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol",OP5EO
4571,"2-[2-[2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethoxy]ethoxy]ethanol",OP4EO
4572,"2-[2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethoxy]ethanol",OP3EO
2945,"2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol",2315-61-9
2946,"2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethanol",2315-67-5
103294,2-2-4-Trimethylpentane-1-3-diyl dibenzoate,68052-23-3
103295,2-4-Di-tert-butylphenol,96-76-4
103296,2-4-Dinitrophenol,51-28-5
347,2-Acetylaminofluorene,53-96-3
348,"2-Amino-4,6-dinitrotoluene",35572-78-2
100292,2-Amino-5-Methylbenzoic Acid,2941-78-8
100652,2-Aminoanthraquinone,117-79-3
101669,2-Aminobenzimidazole,NULL
100392,2-Aminobenzothiazole,136-95-8
101493,"2-Bromo-1,1-dichloroethane",683-53-4
104,2-Bromo-1-chloropropane,3017-95-6
101494,2-Bromopropanoic acid,598-72-1
349,2-Butanol,78-92-2
101039,2-Butanone-d5,NULL
351,2-Butoxy-2-oxoethyl butyl phthalate,85-70-1
352,2-Butyloctanol,3913-02-8
4,2-Chloro-1-phenylethanol,1674-30-2
100293,"2-Chloro-2',6'-diethylacetanilide",NULL
353,"2-Chloro-4,6-diamino-s-triazine",3397-62-4
877,2-Chloro-4-isopropylamino-6-amino-s-triazine,6190-65-4
101672,2-Chloro-N-(2-ethyl-6-methylphenyl)acetamide,NULL
100550,2-Chlorobenzaldehyde,89-98-5
354,2-Chlorobenzothiazole,615-20-3
355,2-Chlorobiphenyl,2051-60-7
103166,2-Chlorobiphenyl-C13,234432-85-0
2032,2-Chlorocyclohexanol,1561-86-0
356,2-Chloroethanol,107-07-3
357,2-Chloroethyl vinyl ether,110-75-8
358,2-Chloronaphthalene,91-58-7
100294,2-Chloronaphthalene-D7,93951-84-9
3686,2-Chlorophenol-d4,93951-73-6
359,2-Chloropropane,75-29-6
798,2-Chlorosyringaldehyde,76341-69-0
360,2-Choro-6-ethylamino-4-amino-s-triazine,1007-28-9
2033,2-Cyclohexen-1-ol,822-67-3
2034,2-Cyclohexen-1-one,930-68-7
851,2-Cyclohexylidenecyclohexanone,1011-12-7
2035,2-Decanone,693-54-9
101055,2-Dimethylamino quinoline,21154-18-7
100295,2-Ethoxy-d5-phenol,117320-30-6
361,2-Ethoxyethanol,110-80-5
363,"2-Ethyl-1,3-hexanediol",94-96-2
375,"2-Ethyl-2-methyl-1,3-dioxolane",126-39-6
365,"2-Ethyl-4-methyl-1,3-dioxolane",4359-46-0
100446,2-Ethyl-4-methyl-1-pentanol,106-67-2
100296,2-Ethyl-6-methylaniline,NULL
362,2-Ethyl-m-xylene,2870-04-4
364,2-Ethyl-p-xylene,1758-88-9
366,2-Ethylhexanoic acid,149-57-5
367,2-Ethylhexanol,104-76-7
2430,2-Ethylhexyl diphenyl phosphate,1241-94-7
103163,"2-ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",30223-73-5
368,2-Ethylnaphthalene,939-27-5
2036,2-Fluoro-4-nitrophenol potassium salt,21571-34-6
2037,2-Fluoro-6-nitrophenol,1526-17-6
369,2-Fluorobiphenyl,321-60-8
3973,2-Heptanone,110-43-0
4087,2-Hexanol,626-93-7
370,2-Hexanone,591-78-6
100973,2-Hexanone-d5,NULL
101704,2-Hydroxy-4-isopropylamino-6-amino-s-triazine,NULL
2038,2-Hydroxy-4-methoxybenzophenone,131-57-7
101743,2-Hydroxy-6-ethylamino-4-amino-s-triazine,NULL
4611,2-Hydroxyatrazine,2163-68-0
101670,2-Isopropyl-6-methyl-4-pyrimidinol,NULL
100678,2-Isopropylnaphthalene,2027-17-0
371,2-Methoxyethanol,109-86-4
372,"2-Methyl-1,3-dioxolane",497-26-7
4091,"2-Methyl-1,3-pentanediol",149-31-5
3974,2-Methyl-1-butanol,137-32-6
373,2-Methyl-1-phenyl-1-butene,56253-64-6
374,2-Methyl-2-butanol,75-85-4
437,2-Methyl-3-butyn-2-ol,115-19-5
100548,2-Methyl-3-nitroaniline,603-83-8
376,2-Methyl-3-pentanol,565-67-3
377,2-Methyl-3-pentanone,565-69-5
103297,2-Methyl-4-6-dinitrophenol,534-52-1
378,2-Methyl-4-octanone,7492-38-8
379,2-Methyl-5-nitroaniline,99-55-8
100679,2-methyl-Pentanal,123-15-9
380,2-Methylanthracene,613-12-7
100680,2-Methylbiphenyl,643-58-3
